# Date, Tracer1, Tracer2
1989-07,1.020,24.838
1989-08,0.990,24.662
1989-09,0.969,24.539
1989-10,0.991,24.687
1989-11,1.030,24.934
1989-12,1.017,24.862
1990-01,0.993,24.722
1990-02,0.993,24.731
1990-03,0.994,24.742
1990-04,1.042,25.048
1990-05,1.008,24.846
1990-06,1.009,24.861
1990-07,1.021,24.944
1990-08,1.005,24.854
1990-09,0.995,24.800
1990-10,0.996,24.816
1990-11,0.999,24.840
1990-12,0.999,24.853
1991-01,1.015,24.956
1991-02,1.001,24.880
1991-03,1.015,24.973
1991-04,0.998,24.881
1991-05,1.002,24.909
1991-06,0.960,24.658
1991-07,1.018,25.030
1991-08,1.007,24.967
1991-09,1.020,25.056
1991-10,0.942,24.579
1991-11,1.042,25.209
1991-12,0.997,24.939
1992-01,1.022,25.103
1992-02,0.979,24.843
1992-03,1.012,25.058
1992-04,0.979,24.858
1992-05,0.988,24.920
1992-06,1.038,25.245
1992-07,0.996,24.991
1992-08,1.004,25.050
1992-09,1.017,25.140
1992-10,1.010,25.101
1992-11,1.003,25.066
1992-12,1.007,25.101
1993-01,1.048,25.365
1993-02,0.999,25.064
1993-03,1.004,25.105
1993-04,1.021,25.220
1993-05,1.022,25.235
1993-06,1.024,25.253
1993-07,1.013,25.192
1993-08,0.977,24.977
1993-09,1.033,25.334
1993-10,0.977,24.992
1993-11,1.006,25.183
1993-12,0.985,25.058
1994-01,0.999,25.153
1994-02,1.007,25.210
1994-03,1.006,25.217
1994-04,1.008,25.238
1994-05,1.032,25.396
1994-06,1.009,25.258
1994-07,0.995,25.178
1994-08,1.019,25.339
1994-09,1.024,25.375
1994-10,0.975,25.078
1994-11,1.012,25.317
1994-12,1.014,25.338
1995-01,0.994,25.220
1995-02,1.028,25.439
1995-03,0.997,25.254
1995-04,1.003,25.297
1995-05,0.997,25.267
1995-06,1.000,25.299
1995-07,0.978,25.166
1995-08,0.971,25.131
1995-09,1.032,25.523
1995-10,0.983,25.222
1995-11,0.980,25.211
1995-12,0.957,25.072
1996-01,0.987,25.272
1996-02,0.974,25.193
1996-03,1.033,25.577
1996-04,1.020,25.505
1996-05,0.986,25.297
1996-06,1.045,25.678
1996-07,1.020,25.525
1996-08,0.994,25.367
1996-09,0.950,25.098
1996-10,1.046,25.715
1996-11,0.972,25.255
1996-12,0.967,25.230
1997-01,1.020,25.578
1997-02,1.049,25.766
1997-03,1.028,25.639
1997-04,1.011,25.543
1997-05,1.012,25.555
1997-06,1.017,25.595
1997-07,1.015,25.591
1997-08,1.006,25.538
1997-09,1.002,25.523
1997-10,0.999,25.510
1997-11,0.985,25.429
1997-12,0.994,25.498
1998-01,0.966,25.325
1998-02,0.998,25.536
1998-03,0.980,25.430
1998-04,0.978,25.423
1998-05,1.004,25.595
1998-06,1.028,25.758
1998-07,1.018,25.705
1998-08,0.969,25.395
1998-09,0.980,25.477
1998-10,1.019,25.731
1998-11,0.980,25.493
1998-12,0.996,25.598
1999-01,1.011,25.705
1999-02,0.981,25.518
1999-03,1.002,25.663
1999-04,0.973,25.486
1999-05,0.988,25.588
1999-06,1.006,25.714
1999-07,0.968,25.476
1999-08,1.009,25.744
1999-09,1.000,25.693
1999-10,1.011,25.774
1999-11,1.004,25.740
1999-12,1.027,25.894
